DESCRIPTION,Candida_tanzawaensis,Debaryomyces_hansenii,Hyphopichia_burtonii,Komagataella_pastoris,Eremothecium_gossypii,Kluyveromyces_lactis,Torulaspora_delbrueckii,Zygosaccharomyces_rouxii,Arxula_adeninivorans,Yarrowia_lipolytica
fam23526,0,0,1,0,0,0,0,0,0,0
fam23532,0,0,0,0,1,0,0,0,0,0
fam23545,0,0,0,0,1,0,0,0,0,0
fam23546,0,0,0,0,1,0,0,0,0,0
fam23604,0,0,0,0,1,0,0,0,0,0
fam23605,0,0,0,0,1,0,0,0,0,0
fam23607,0,0,0,0,1,0,0,0,0,0
fam23612,0,0,0,0,1,0,0,0,0,0
fam23637,0,0,0,0,1,0,0,0,0,0
fam23638,0,0,0,0,1,0,0,0,0,0
fam23667,0,0,0,0,1,0,0,0,0,0
fam23698,1,0,0,0,0,0,0,0,0,0
fam23706,0,0,0,0,1,0,0,0,0,0
fam23731,0,0,0,0,1,0,0,0,0,0
fam23738,0,0,0,0,1,0,0,0,0,0
fam23754,0,0,0,0,1,0,0,0,0,0
fam23757,0,0,0,0,1,0,0,0,0,0
fam23759,0,0,0,0,1,0,0,0,0,0
fam23761,0,0,0,0,1,0,0,0,0,0
fam23762,0,0,0,0,1,0,0,0,0,0
fam23771,0,0,0,0,0,0,0,0,1,0
fam23773,0,0,0,0,0,0,0,0,1,0
fam23777,0,1,0,0,0,0,0,0,0,0
fam23778,1,0,0,0,0,0,0,0,0,0
fam23779,0,0,0,0,0,0,0,0,1,0
fam23782,0,0,0,0,0,0,0,0,1,0
fam23787,0,1,0,0,0,0,0,0,0,0
fam23794,0,1,0,0,0,0,0,0,0,0
fam23796,0,0,1,0,0,0,0,0,0,0
fam23800,0,0,0,0,0,0,1,0,0,0
fam23803,0,0,0,0,0,0,0,0,1,0
fam23806,0,0,0,0,0,0,0,0,1,0
fam23807,0,0,0,0,0,0,0,0,1,0
fam23808,0,0,0,0,0,0,0,0,1,0
fam23810,0,0,0,0,0,0,0,0,1,0
fam23812,0,0,0,0,0,0,0,0,1,0
fam23813,0,0,0,0,0,0,0,0,1,0
fam23821,0,1,0,0,0,0,0,0,0,0
fam23823,0,0,0,0,0,0,0,0,1,0
fam23826,0,0,0,0,0,0,1,0,0,0
fam23827,0,1,0,0,0,0,0,0,0,0
fam23830,0,1,0,0,0,0,0,0,0,0
fam23836,0,0,1,0,0,0,0,0,0,0
fam23847,0,0,0,0,0,0,0,0,1,0
fam23849,0,1,0,0,0,0,0,0,0,0
fam23851,0,1,0,0,0,0,0,0,0,0
fam23854,0,1,0,0,0,0,0,0,0,0
fam23858,0,0,0,0,0,0,0,0,1,0
fam23860,0,1,0,0,0,0,0,0,0,0
fam23871,0,0,0,0,0,0,0,0,1,0
fam23872,0,1,0,0,0,0,0,0,0,0
fam23873,0,0,0,0,0,0,1,0,0,0
fam23874,0,0,0,0,0,0,0,0,1,0
fam23876,0,0,0,0,0,0,0,0,1,0
fam23882,0,1,0,0,0,0,0,0,0,0
fam23889,1,0,0,0,0,0,0,0,0,0
fam23891,0,0,0,0,0,0,0,0,1,0
fam23906,0,0,1,0,0,0,0,0,0,0
fam23907,0,0,1,0,0,0,0,0,0,0
fam23915,0,0,0,0,0,0,0,0,1,0
fam23917,0,0,0,0,0,0,0,0,1,0
fam23918,0,0,0,0,0,0,0,0,1,0
fam23919,0,0,0,0,0,0,0,0,1,0
fam23921,0,0,0,0,0,0,0,0,1,0
fam23933,0,0,1,0,0,0,0,0,0,0
fam23935,0,0,0,0,0,0,0,0,1,0
fam23946,0,0,0,1,0,0,0,0,0,0
fam23948,0,0,0,0,0,0,0,0,1,0
fam23949,0,0,0,1,0,0,0,0,0,0
fam23954,0,0,0,1,0,0,0,0,0,0
fam23981,0,0,0,0,0,0,0,0,1,0
fam23982,0,0,0,0,0,0,0,0,1,0
fam23984,0,0,0,0,0,0,0,0,1,0
fam23987,0,0,0,0,0,0,0,0,1,0
fam23992,0,0,1,0,0,0,0,0,0,0
fam23993,0,0,0,0,0,0,0,0,1,0
fam24003,0,0,0,0,0,0,0,0,1,0
fam24007,0,0,0,0,0,0,0,0,1,0
fam24008,0,0,0,0,0,0,0,0,1,0
fam24012,0,0,0,0,0,0,0,0,1,0
fam24024,0,0,0,0,0,0,0,0,1,0
fam24025,0,0,0,0,0,0,0,0,1,0
fam24028,0,0,0,0,0,0,0,0,1,0
fam24030,0,0,0,0,0,0,0,0,1,0
fam24036,0,0,0,0,0,0,0,0,1,0
fam24037,0,0,0,0,0,0,0,0,1,0
fam24038,0,0,0,0,0,0,0,0,1,0
fam24039,0,0,0,0,0,0,0,0,1,0
fam24041,0,0,0,0,0,0,0,0,1,0
fam24042,0,0,0,0,0,0,0,0,1,0
fam24044,0,0,0,0,0,0,0,0,1,0
fam24045,0,0,0,0,0,0,0,0,1,0
fam24049,0,0,0,0,0,0,0,0,1,0
fam24051,0,0,0,0,0,0,0,0,1,0
fam24052,1,0,0,0,0,0,0,0,0,0
fam24053,0,0,0,0,0,0,0,0,1,0
fam24054,0,0,0,0,0,0,0,0,1,0
fam24056,0,0,0,0,0,0,0,0,1,0
fam24057,0,0,0,0,0,0,0,0,1,0
fam24058,0,0,0,0,0,0,0,0,1,0
fam24060,0,0,0,0,0,0,0,0,1,0
fam24061,0,0,0,0,0,0,0,0,1,0
fam24062,0,0,0,0,0,0,0,0,1,0
fam24063,0,0,0,0,0,0,0,0,1,0
fam24070,0,0,0,0,0,0,0,0,1,0
fam24072,0,0,0,0,0,0,0,0,1,0
fam24074,0,0,0,0,0,0,0,0,1,0
fam24075,1,0,0,0,0,0,0,0,0,0
fam24076,0,0,0,0,0,0,0,0,1,0
fam24077,0,0,0,0,0,0,0,0,1,0
fam24079,0,0,0,0,0,0,0,0,1,0
fam24081,0,0,0,0,0,0,0,0,1,0
fam24082,0,0,1,0,0,0,0,0,0,0
fam24085,0,0,0,0,0,0,0,0,1,0
fam24086,0,0,0,0,0,0,0,0,1,0
fam24087,0,0,0,0,0,0,0,0,1,0
fam24091,0,0,0,0,0,0,0,0,1,0
fam24093,0,0,1,0,0,0,0,0,0,0
fam24094,0,0,0,0,0,0,0,0,1,0
fam24096,0,0,0,0,0,0,0,0,1,0
fam24101,0,0,0,0,0,0,0,0,1,0
fam24102,0,0,0,0,0,0,0,0,1,0
fam24107,0,0,0,0,0,0,0,0,1,0
fam24109,0,0,0,0,0,0,0,0,1,0
fam24112,0,0,0,0,0,0,0,0,1,0
fam24113,0,0,1,0,0,0,0,0,0,0
fam24114,0,0,1,0,0,0,0,0,0,0
fam24116,0,0,0,0,0,0,0,0,1,0
fam24119,0,0,0,0,0,0,0,0,1,0
fam24120,0,0,0,0,0,0,0,0,1,0
fam24122,0,0,0,0,0,0,0,0,1,0
fam24123,0,0,0,0,0,0,0,0,1,0
fam24127,0,0,1,0,0,0,0,0,0,0
fam24134,0,0,0,0,0,0,0,0,1,0
fam24135,0,0,0,1,0,0,0,0,0,0
fam24138,0,0,0,1,0,0,0,0,0,0
fam24140,0,0,0,0,0,0,0,0,1,0
fam24144,0,0,0,1,0,0,0,0,0,0
fam24145,0,0,0,0,0,0,0,0,1,0
fam24147,0,0,0,0,0,0,0,0,1,0
fam24148,0,0,0,0,0,0,0,0,1,0
fam24149,0,0,0,0,0,0,0,0,1,0
fam24151,0,0,0,0,0,0,0,0,1,0
fam24152,0,0,0,0,0,0,0,0,1,0
fam24153,0,0,0,0,0,0,0,0,1,0
fam24155,0,0,0,0,0,0,0,0,1,0
fam24156,0,0,0,0,0,0,0,0,1,0
fam24157,0,0,0,0,0,0,0,0,1,0
fam24158,0,0,0,0,0,0,0,0,1,0
fam24160,0,0,0,0,0,0,0,0,1,0
fam24163,0,0,0,0,0,0,0,0,1,0
fam24168,0,0,1,0,0,0,0,0,0,0
fam24169,0,0,0,1,0,0,0,0,0,0
fam24170,0,0,0,1,0,0,0,0,0,0
fam24172,0,0,0,0,0,0,0,0,1,0
fam24173,0,0,0,0,0,0,0,0,1,0
fam24174,0,0,0,0,0,0,0,0,1,0
fam24177,0,0,0,0,0,0,0,0,1,0
fam24178,0,0,0,0,0,0,0,0,1,0
fam24179,0,0,0,0,0,0,0,0,1,0
fam24180,0,0,0,0,0,0,0,0,1,0
fam24181,0,0,0,1,0,0,0,0,0,0
fam24182,0,0,0,0,0,0,0,0,1,0
fam24183,0,1,0,0,0,0,0,0,0,0
fam24184,0,1,0,0,0,0,0,0,0,0
fam24185,0,0,0,0,0,0,0,0,1,0
fam24186,0,0,0,0,0,0,0,0,1,0
fam24197,0,1,0,0,0,0,0,0,0,0
fam24198,1,0,0,0,0,0,0,0,0,0
fam24202,0,1,0,0,0,0,0,0,0,0
fam24207,0,0,0,0,0,0,0,0,1,0
fam24208,0,0,0,0,0,0,0,0,1,0
fam24215,0,0,0,1,0,0,0,0,0,0
fam24217,0,0,0,1,0,0,0,0,0,0
fam24218,0,0,0,1,0,0,0,0,0,0
fam24219,0,0,0,1,0,0,0,0,0,0
fam24220,0,1,0,0,0,0,0,0,0,0
fam24221,0,0,0,0,0,0,0,0,1,0
fam24223,0,0,0,0,0,0,0,0,1,0
fam24224,0,0,0,0,0,0,0,0,1,0
fam24226,0,0,0,0,0,0,0,0,1,0
fam24228,0,0,0,0,0,0,0,0,1,0
fam24233,0,0,0,1,0,0,0,0,0,0
fam24238,0,0,0,1,0,0,0,0,0,0
fam24257,0,0,1,0,0,0,0,0,0,0
fam24259,0,0,0,1,0,0,0,0,0,0
fam24260,0,0,0,1,0,0,0,0,0,0
fam24261,0,0,0,1,0,0,0,0,0,0
fam24262,0,0,0,1,0,0,0,0,0,0
fam24263,0,0,0,1,0,0,0,0,0,0
fam24270,0,0,0,1,0,0,0,0,0,0
fam24279,0,0,0,0,1,0,0,0,0,0
fam24283,0,0,0,0,1,0,0,0,0,0
fam24284,0,0,0,0,1,0,0,0,0,0
fam24286,0,0,0,0,1,0,0,0,0,0
fam24295,0,0,0,1,0,0,0,0,0,0
fam24297,0,0,0,1,0,0,0,0,0,0
fam24307,0,0,0,0,1,0,0,0,0,0
fam24316,0,0,0,1,0,0,0,0,0,0
fam24317,0,0,0,1,0,0,0,0,0,0
fam24319,0,0,0,1,0,0,0,0,0,0
fam24323,0,0,0,1,0,0,0,0,0,0
fam24324,0,0,0,1,0,0,0,0,0,0
fam24329,0,0,0,0,1,0,0,0,0,0
fam24333,0,0,0,0,1,0,0,0,0,0
fam24337,0,0,0,0,1,0,0,0,0,0
fam24338,0,0,0,0,1,0,0,0,0,0
fam24340,0,0,0,0,1,0,0,0,0,0
fam24357,0,0,0,1,0,0,0,0,0,0
fam24359,0,0,0,1,0,0,0,0,0,0
fam24362,0,0,0,1,0,0,0,0,0,0
fam24372,0,0,0,0,1,0,0,0,0,0
fam24382,0,0,0,0,1,0,0,0,0,0
fam24384,0,0,0,0,1,0,0,0,0,0
fam24394,0,0,0,1,0,0,0,0,0,0
fam24398,0,0,0,1,0,0,0,0,0,0
fam24399,0,0,0,1,0,0,0,0,0,0
fam24422,1,0,0,0,0,0,0,0,0,0
fam24431,0,0,0,0,1,0,0,0,0,0
fam24433,0,0,0,0,1,0,0,0,0,0
fam24435,0,0,0,0,1,0,0,0,0,0
fam24436,0,0,0,0,1,0,0,0,0,0
fam24437,0,0,0,0,1,0,0,0,0,0
fam24458,0,0,0,0,1,0,0,0,0,0
fam24460,0,0,0,0,1,0,0,0,0,0
fam24463,0,0,0,1,0,0,0,0,0,0
fam24464,0,0,0,1,0,0,0,0,0,0
fam24466,0,0,0,1,0,0,0,0,0,0
fam24468,0,0,0,0,0,0,0,0,1,0
fam24469,0,0,0,0,0,0,0,0,1,0
fam24471,0,0,0,1,0,0,0,0,0,0
fam24472,0,0,0,0,0,0,0,0,1,0
fam24477,0,0,0,1,0,0,0,0,0,0
fam24478,0,0,0,1,0,0,0,0,0,0
fam24479,0,0,0,0,0,0,0,0,1,0
fam24480,0,0,0,0,0,0,0,0,1,0
fam24485,0,0,0,1,0,0,0,0,0,0
fam24493,1,0,0,0,0,0,0,0,0,0
fam24495,0,0,0,0,0,0,0,0,1,0
fam24496,0,0,0,1,0,0,0,0,0,0
fam24498,0,0,0,1,0,0,0,0,0,0
fam24499,0,0,0,1,0,0,0,0,0,0
fam24500,0,0,0,0,0,0,0,0,1,0
fam24501,0,0,0,1,0,0,0,0,0,0
fam24502,0,0,0,1,0,0,0,0,0,0
fam24503,0,0,0,1,0,0,0,0,0,0
fam24504,0,0,0,0,0,0,0,0,1,0
fam24505,0,0,0,0,0,0,0,0,1,0
fam24507,0,0,0,0,0,0,0,0,1,0
fam24508,0,0,0,1,0,0,0,0,0,0
fam24511,0,0,0,1,0,0,0,0,0,0
fam24512,0,0,0,1,0,0,0,0,0,0
fam24515,0,0,0,1,0,0,0,0,0,0
fam24516,0,0,0,1,0,0,0,0,0,0
fam24517,0,0,0,1,0,0,0,0,0,0
fam24519,0,0,0,1,0,0,0,0,0,0
fam24521,0,0,0,1,0,0,0,0,0,0
fam24523,0,0,0,1,0,0,0,0,0,0
fam24529,1,0,0,0,0,0,0,0,0,0
fam24533,0,0,0,0,0,0,0,0,1,0
fam24534,0,0,0,0,0,0,0,0,1,0
fam24535,0,0,0,0,0,0,0,0,1,0
fam24543,0,0,0,1,0,0,0,0,0,0
fam24545,0,0,0,1,0,0,0,0,0,0
fam24546,0,0,0,1,0,0,0,0,0,0
fam24548,0,0,0,0,0,0,0,0,1,0
fam24552,0,0,0,0,0,0,0,0,1,0
fam24566,1,0,0,0,0,0,0,0,0,0
fam24584,1,0,0,0,0,0,0,0,0,0
fam24635,0,0,1,0,0,0,0,0,0,0
fam24647,1,0,0,0,0,0,0,0,0,0
fam24730,1,0,0,0,0,0,0,0,0,0
fam24731,1,0,0,0,0,0,0,0,0,0
fam24733,1,0,0,0,0,0,0,0,0,0
fam24744,0,0,0,0,1,0,0,0,0,0
fam24747,0,0,0,0,1,0,0,0,0,0
fam24748,0,0,0,0,1,0,0,0,0,0
fam24749,0,0,0,0,1,0,0,0,0,0
fam24751,0,0,0,0,1,0,0,0,0,0
fam24752,0,0,0,0,1,0,0,0,0,0
fam24753,0,0,0,0,1,0,0,0,0,0
fam24764,0,0,1,0,0,0,0,0,0,0
fam24765,0,0,1,0,0,0,0,0,0,0
fam24767,0,0,0,0,1,0,0,0,0,0
fam24769,0,0,0,0,1,0,0,0,0,0
fam24771,0,0,0,0,1,0,0,0,0,0
fam24772,0,0,0,0,1,0,0,0,0,0
fam24776,1,0,0,0,0,0,0,0,0,0
fam24789,0,0,0,0,1,0,0,0,0,0
fam24792,0,0,0,0,1,0,0,0,0,0
fam24795,0,0,1,0,0,0,0,0,0,0
fam24798,0,0,0,0,1,0,0,0,0,0
fam24804,0,0,1,0,0,0,0,0,0,0
fam24808,1,0,0,0,0,0,0,0,0,0
fam24823,0,1,0,0,0,0,0,0,0,0
fam24826,0,1,0,0,0,0,0,0,0,0
fam24830,0,1,0,0,0,0,0,0,0,0
fam24835,1,0,0,0,0,0,0,0,0,0
fam24845,0,1,0,0,0,0,0,0,0,0
fam24847,0,1,0,0,0,0,0,0,0,0
fam24849,0,1,0,0,0,0,0,0,0,0
fam24850,0,1,0,0,0,0,0,0,0,0
fam24853,1,0,0,0,0,0,0,0,0,0
fam24855,0,0,0,0,0,0,0,0,1,0
fam24857,0,0,0,0,0,0,0,0,1,0
fam24858,0,0,0,0,0,0,0,0,1,0
fam24860,0,1,0,0,0,0,0,0,0,0
fam24861,0,0,0,0,0,0,0,0,1,0
fam24862,0,1,0,0,0,0,0,0,0,0
fam24865,0,1,0,0,0,0,0,0,0,0
fam24866,0,1,0,0,0,0,0,0,0,0
fam24867,0,1,0,0,0,0,0,0,0,0
fam24889,0,1,0,0,0,0,0,0,0,0
fam24890,0,1,0,0,0,0,0,0,0,0
fam24891,0,1,0,0,0,0,0,0,0,0
fam24906,0,0,1,0,0,0,0,0,0,0
fam24909,0,1,0,0,0,0,0,0,0,0
fam24910,0,1,0,0,0,0,0,0,0,0
fam24912,0,1,0,0,0,0,0,0,0,0
fam24915,0,0,0,0,0,0,0,0,1,0
fam24918,0,1,0,0,0,0,0,0,0,0
fam24920,0,1,0,0,0,0,0,0,0,0
fam24923,0,0,0,0,0,0,0,0,1,0
fam24932,0,1,0,0,0,0,0,0,0,0
fam24933,0,1,0,0,0,0,0,0,0,0
fam24938,0,0,0,0,0,0,0,0,1,0
fam24941,0,0,0,0,0,0,0,0,1,0
fam24942,0,0,0,0,0,0,0,0,1,0
fam24944,0,1,0,0,0,0,0,0,0,0
fam24945,0,0,0,0,0,0,0,0,1,0
fam24946,0,0,0,0,0,0,0,0,1,0
fam24947,0,0,0,0,0,0,0,0,1,0
fam24950,0,1,0,0,0,0,0,0,0,0
fam24951,0,1,0,0,0,0,0,0,0,0
fam24952,0,1,0,0,0,0,0,0,0,0
fam24953,0,0,0,0,0,0,0,0,1,0
fam24954,0,0,0,0,0,0,0,0,1,0
fam24966,0,0,1,0,0,0,0,0,0,0
fam24967,0,1,0,0,0,0,0,0,0,0
fam24972,0,1,0,0,0,0,0,0,0,0
fam24974,0,1,0,0,0,0,0,0,0,0
fam24975,0,1,0,0,0,0,0,0,0,0
fam24976,0,0,0,0,0,0,0,0,1,0
fam24977,0,0,0,0,0,0,0,0,1,0
fam24978,0,0,0,0,0,0,0,0,1,0
fam24979,0,0,0,0,0,0,0,0,1,0
fam24981,0,0,1,0,0,0,0,0,0,0
fam24984,0,0,0,0,0,0,0,0,1,0
fam24987,0,0,0,0,0,0,0,0,1,0
fam24988,0,0,0,0,0,0,0,0,1,0
fam24992,1,0,0,0,0,0,0,0,0,0
fam24993,1,0,0,0,0,0,0,0,0,0
fam24998,0,0,1,0,0,0,0,0,0,0
fam25002,0,0,0,0,0,0,0,0,1,0
fam25003,0,0,0,0,0,0,0,0,1,0
fam25006,0,0,0,0,0,0,0,0,1,0
fam25007,0,0,0,0,0,0,0,0,1,0
fam25013,0,0,0,0,0,0,0,0,1,0
fam25015,0,0,0,0,0,0,0,0,1,0
fam25044,0,0,0,1,0,0,0,0,0,0
fam25049,0,0,0,1,0,0,0,0,0,0
fam25053,0,0,0,1,0,0,0,0,0,0
fam25054,0,0,0,1,0,0,0,0,0,0
fam25062,1,0,0,0,0,0,0,0,0,0
fam25064,0,0,1,0,0,0,0,0,0,0
fam25072,0,0,0,1,0,0,0,0,0,0
fam25073,0,0,0,1,0,0,0,0,0,0
fam25076,0,0,0,1,0,0,0,0,0,0
fam25080,0,0,0,1,0,0,0,0,0,0
fam25082,0,0,0,1,0,0,0,0,0,0
fam25083,0,0,0,1,0,0,0,0,0,0
fam25091,0,0,0,1,0,0,0,0,0,0
fam25093,0,0,0,1,0,0,0,0,0,0
fam25099,1,0,0,0,0,0,0,0,0,0
fam25102,1,0,0,0,0,0,0,0,0,0
fam25105,1,0,0,0,0,0,0,0,0,0
fam25117,0,0,0,1,0,0,0,0,0,0
fam25118,0,0,0,1,0,0,0,0,0,0
fam25125,0,0,0,1,0,0,0,0,0,0
fam25128,0,0,0,1,0,0,0,0,0,0
fam25129,0,0,0,1,0,0,0,0,0,0
fam25130,0,0,0,1,0,0,0,0,0,0
fam25144,0,0,0,1,0,0,0,0,0,0
fam25145,0,0,0,1,0,0,0,0,0,0
fam25147,0,0,0,1,0,0,0,0,0,0
fam25158,0,0,0,1,0,0,0,0,0,0
fam25159,0,0,0,1,0,0,0,0,0,0
fam25171,1,0,0,0,0,0,0,0,0,0
fam25172,1,0,0,0,0,0,0,0,0,0
fam25179,1,0,0,0,0,0,0,0,0,0
fam25180,1,0,0,0,0,0,0,0,0,0
fam25187,0,0,0,0,0,0,1,0,0,0
fam25200,1,0,0,0,0,0,0,0,0,0
fam25204,1,0,0,0,0,0,0,0,0,0
fam25220,0,0,0,1,0,0,0,0,0,0
fam25221,0,0,0,0,0,0,1,0,0,0
fam25222,0,0,0,0,0,0,1,0,0,0
fam25223,0,0,0,0,0,0,1,0,0,0
fam25224,0,0,0,0,0,0,1,0,0,0
fam25225,0,0,0,1,0,0,0,0,0,0
fam25234,0,0,0,1,0,0,0,0,0,0
fam25237,1,0,0,0,0,0,0,0,0,0
fam25240,0,0,0,0,0,0,1,0,0,0
fam25242,0,0,0,0,0,0,1,0,0,0
fam25252,1,0,0,0,0,0,0,0,0,0
fam25265,0,0,0,0,1,0,0,0,0,0
fam25292,1,0,0,0,0,0,0,0,0,0
fam25317,0,0,0,0,1,0,0,0,0,0
fam25321,0,0,0,0,1,0,0,0,0,0
fam25324,0,0,0,0,1,0,0,0,0,0
fam25325,0,0,0,0,1,0,0,0,0,0
fam25333,0,0,0,0,1,0,0,0,0,0
fam25334,0,0,0,0,1,0,0,0,0,0
fam25344,0,0,1,0,0,0,0,0,0,0
fam25347,0,0,0,0,1,0,0,0,0,0
fam25351,0,0,0,0,1,0,0,0,0,0
fam25355,0,0,0,0,1,0,0,0,0,0
fam25372,0,0,0,0,1,0,0,0,0,0
fam25373,0,0,0,0,1,0,0,0,0,0
fam25374,0,0,0,0,1,0,0,0,0,0
fam25376,0,0,0,0,1,0,0,0,0,0
fam25378,0,0,0,0,1,0,0,0,0,0
fam25383,0,0,0,0,1,0,0,0,0,0
fam25384,0,0,0,0,1,0,0,0,0,0
fam25385,0,0,0,0,1,0,0,0,0,0
fam25402,0,0,0,0,1,0,0,0,0,0
fam25406,0,0,0,0,1,0,0,0,0,0
fam25408,0,0,0,0,1,0,0,0,0,0
fam25424,1,0,0,0,0,0,0,0,0,0
fam25432,1,0,0,0,0,0,0,0,0,0
fam25442,0,0,1,0,0,0,0,0,0,0
fam25464,0,0,0,0,0,0,1,0,0,0
fam25488,0,0,1,0,0,0,0,0,0,0
fam25557,1,0,0,0,0,0,0,0,0,0
fam25558,1,0,0,0,0,0,0,0,0,0
fam25626,1,0,0,0,0,0,0,0,0,0
fam25644,0,0,0,0,0,0,1,0,0,0
fam25660,1,0,0,0,0,0,0,0,0,0
fam25665,0,0,0,0,0,0,1,0,0,0
fam25672,0,0,0,0,0,0,1,0,0,0
fam25685,1,0,0,0,0,0,0,0,0,0
fam25688,0,0,0,0,0,0,1,0,0,0
fam25689,0,0,0,0,0,0,1,0,0,0
fam25696,0,0,0,0,0,0,1,0,0,0
fam25716,0,0,0,0,0,0,1,0,0,0
fam25718,1,0,0,0,0,0,0,0,0,0
fam25739,0,0,0,0,0,0,1,0,0,0
fam25772,0,0,0,0,0,0,1,0,0,0
fam25773,0,0,0,0,0,0,1,0,0,0
fam25782,1,0,0,0,0,0,0,0,0,0
fam25784,1,0,0,0,0,0,0,0,0,0
fam25803,0,1,0,0,0,0,0,0,0,0
fam25810,0,0,0,1,0,0,0,0,0,0
fam25811,0,0,0,1,0,0,0,0,0,0
fam25816,0,0,0,1,0,0,0,0,0,0
fam25824,0,0,0,1,0,0,0,0,0,0
fam25828,0,0,0,0,1,0,0,0,0,0
fam25830,0,0,0,1,0,0,0,0,0,0
fam25831,0,0,0,0,1,0,0,0,0,0
fam25832,0,0,0,1,0,0,0,0,0,0
fam25834,0,0,0,0,1,0,0,0,0,0
fam25839,0,1,0,0,0,0,0,0,0,0
fam25840,0,0,0,0,0,1,0,0,0,0
fam25842,0,1,0,0,0,0,0,0,0,0
fam25843,0,1,0,0,0,0,0,0,0,0
fam25844,0,1,0,0,0,0,0,0,0,0
fam25845,0,0,0,0,0,1,0,0,0,0
fam25846,1,0,0,0,0,0,0,0,0,0
fam25847,0,1,0,0,0,0,0,0,0,0
fam25849,0,0,0,0,0,1,0,0,0,0
fam25850,0,1,0,0,0,0,0,0,0,0
fam25851,0,1,0,0,0,0,0,0,0,0
fam25853,0,1,0,0,0,0,0,0,0,0
fam25855,1,0,0,0,0,0,0,0,0,0
fam25861,0,0,0,0,0,1,0,0,0,0
fam25867,0,0,0,0,0,1,0,0,0,0
fam25868,0,1,0,0,0,0,0,0,0,0
fam25869,0,1,0,0,0,0,0,0,0,0
fam25876,0,0,0,1,0,0,0,0,0,0
fam25883,0,0,0,0,1,0,0,0,0,0
fam25884,0,0,0,1,0,0,0,0,0,0
fam25885,0,0,0,0,0,0,0,0,1,0
fam25886,0,0,0,0,1,0,0,0,0,0
fam25889,0,0,0,0,0,0,0,0,1,0
fam25892,0,0,0,0,1,0,0,0,0,0
fam25894,0,0,0,1,0,0,0,0,0,0
fam25896,0,1,0,0,0,0,0,0,0,0
fam25901,0,1,0,0,0,0,0,0,0,0
fam25902,0,0,0,0,1,0,0,0,0,0
fam25904,1,0,0,0,0,0,0,0,0,0
fam25905,1,0,0,0,0,0,0,0,0,0
fam25907,0,1,0,0,0,0,0,0,0,0
fam25908,0,1,0,0,0,0,0,0,0,0
fam25911,0,0,0,0,0,1,0,0,0,0
fam25912,0,0,0,0,0,1,0,0,0,0
fam25913,0,0,0,0,0,1,0,0,0,0
fam25915,0,0,0,0,0,1,0,0,0,0
fam25916,0,0,0,0,0,1,0,0,0,0
fam25919,0,0,0,0,0,0,1,0,0,0
fam25925,0,0,0,0,1,0,0,0,0,0
fam25926,0,0,0,1,0,0,0,0,0,0
fam25927,0,0,0,1,0,0,0,0,0,0
fam25929,0,0,0,1,0,0,0,0,0,0
fam25930,0,0,0,0,1,0,0,0,0,0
fam25932,0,0,0,1,0,0,0,0,0,0
fam25935,0,0,0,1,0,0,0,0,0,0
fam25936,0,0,0,1,0,0,0,0,0,0
fam25939,0,0,0,0,0,1,0,0,0,0
fam25946,0,0,0,0,0,1,0,0,0,0
fam25953,0,0,0,1,0,0,0,0,0,0
fam25955,0,0,0,0,0,0,1,0,0,0
fam25957,0,0,0,1,0,0,0,0,0,0
fam25958,0,0,0,1,0,0,0,0,0,0
fam25960,0,0,0,0,0,0,1,0,0,0
fam25961,0,0,0,1,0,0,0,0,0,0
fam25965,0,0,0,0,0,1,0,0,0,0
fam25968,0,0,0,1,0,0,0,0,0,0
fam25969,0,0,0,1,0,0,0,0,0,0
fam25970,0,0,0,1,0,0,0,0,0,0
fam25972,0,0,0,0,0,1,0,0,0,0
fam25973,0,0,0,0,0,1,0,0,0,0
fam25974,0,0,0,1,0,0,0,0,0,0
fam25975,0,0,0,0,0,1,0,0,0,0
fam25976,0,0,0,0,0,1,0,0,0,0
fam25977,0,0,0,0,0,1,0,0,0,0
fam25979,0,0,0,0,0,1,0,0,0,0
fam25982,0,0,0,1,0,0,0,0,0,0
fam25983,0,0,0,0,0,0,1,0,0,0
fam25985,0,0,0,0,0,0,1,0,0,0
fam25988,0,0,0,0,0,0,1,0,0,0
fam25990,0,0,0,1,0,0,0,0,0,0
fam25996,0,0,0,0,0,0,1,0,0,0
fam26006,0,0,0,0,0,1,0,0,0,0
fam26008,0,0,0,1,0,0,0,0,0,0
fam26009,0,0,0,1,0,0,0,0,0,0
fam26010,1,0,0,0,0,0,0,0,0,0
fam26017,0,0,0,0,0,1,0,0,0,0
fam26022,0,0,0,1,0,0,0,0,0,0
fam26023,0,0,0,1,0,0,0,0,0,0
fam26026,0,0,0,1,0,0,0,0,0,0
fam26030,0,0,0,1,0,0,0,0,0,0
fam26043,0,0,1,0,0,0,0,0,0,0
fam26052,0,0,1,0,0,0,0,0,0,0
fam26059,0,0,0,1,0,0,0,0,0,0
fam26073,0,0,0,1,0,0,0,0,0,0
fam26086,0,0,0,0,0,0,1,0,0,0
fam26087,1,0,0,0,0,0,0,0,0,0
fam26092,0,0,0,1,0,0,0,0,0,0
fam26093,0,0,0,1,0,0,0,0,0,0
fam26094,0,0,0,1,0,0,0,0,0,0
fam26096,0,0,0,1,0,0,0,0,0,0
fam26097,0,0,0,1,0,0,0,0,0,0
fam26112,1,0,0,0,0,0,0,0,0,0
fam26127,0,0,1,0,0,0,0,0,0,0
